Tweet No,Tweet Text,Match,Polarity
4379,sergio ramos has tested positive for covid19 a day before clash with the liverpoolsalah a ramadan miracle,"positive,miracle,clash",positive
4380,i just cant get over your arrogance contempt amp dismissal of the fact it was proven that my grandson is vaccine damaged pharmaceutical companies are corrupt amp get away with murder amp cant be held responsible thats why tests arent carried out,"proven,arrogance,contempt,damaged,corrupt,murder",negative
4381,littlelifts sweepstakes  my bff for 30 yrs   was there when i got my covid days all the time we talked as i was on my saddest and very tired days she lifts me up and prayed for me and my recovery fast she made sure i am enlightened,"recovery,fast,tired",positive
4382,unfortunately boris johnson is the worst prime minister in my 68 year lifetime and it would seem beyond him to recognise the failures of his government in ignoring everything other than covid 19 inept springs to mind,"unfortunately,worst,failures,inept",negative
4383,how the johnson amp johnson vaccine was created,No Match,neutral
4384,becks i appreciate your point but framing this as 1 of those 6 is inadvertently overestimating the chances of having complications from the jampj vaccine by a factor of 166666 and giving creedence to those who feel its their right to put the health of others at risk,"appreciate,right,risk",positive
4385,omll finallyyy  and u listen to dpr too omaydgaohdo i hope both sides of ur pillow is cold lt33333,cold,negative
4386,the us expects to have enough coronavirus vaccine from moderna and pfizer to meet us demand by may despite a planned pause in the use of johnson amp johnsons shot,enough,positive
4387,johnson amp johnson drops after us health officials call for pause in use of companys covid19 vaccine,No Match,neutral
4388,its wild that everyone is freaking out about the az vaccine causing blood clots 1 in 250000 chance and no one bats an eye at birth control having a one in a thousand risk of blood clots,"wild,freaking,risk",negative
4389,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
4390,the fact that a police officer can murder someone in cold blood and all were initially asking for is for them to be fired from their job and they wont even do that blows my mind,"murder,cold",negative
4391,experts urge eligible albertans to get astrazeneca vaccine as accessibility expanded walkins accepted  me it is still the case that the best vaccine for you is the one that has been recommended and is first available to youscienceupfirst,"best,recommended,available",positive
4392,tolerate itall too welldelicatewhite horsethe archermy tears ricochetall you had to do was staydear johncold as you,No Match,neutral
4393,ive discovered cold brew coffee,cold,negative
4394,homemade cold brew,cold,negative
4395,people under 50 could get covid vaccine from tomorrow  lancs live the government has met its target for offering the vaccine to over 50s and those deemed clinically vulnerable  unitedkingdom scotland england,vulnerable,negative
4396,last friday the prime minister of norway erna solberg was fined 20000 norwegian kroner about 2000 euros or 16100 by the police for breaching covid19 protocols,No Match,neutral
4397,you know what has caused more deaths than the jampj vaccine dojs policy of nearuniversal opposition to   compassionate release throughout the pandemic,"compassionate,opposition",neutral
4398,we are so excited to announce vaxlive the concert to reunite the world hosted by  together well call for equitable covid19 vaccine distribution for all and watch performances from the worlds biggest stars tune in saturday may 8,"excited,well,equitable",positive
4399,tigrayan farmers will need to start plowing their land this month to grow food for the next yeara ceasefire is needed now or todays humanitarian emergency will become tomorrows famineread more in our special report,emergency,negative
4400,from brexit to covid rules why violent riots have broken out in northern ireland,"violent,broken",negative
4401,hi i am suman from hyderabad my mother has tested ve for covid19 she is admitted to apollo jubilee hills she is a if you know anyone who has recovered from covid in the last few months 34months and is willing to donate a plasma kindly reach out to me  9848025576,"willing,kindly",positive
4402,anywayyylike i was saying folks are really gonna regret taking that vaccine come summer,regret,negative
4403,in march 2020 modi was busy organizing mass rallies 4 trump shah was pulling down mp govt amp vardhan was denying covid19 posed a threat in indiaa year later modi is letting kumbh mela happen shah is bussing pulling a govt in wb amp vardhan is denying shortage of vaccine,"trump,denying,threat,shortage",negative
4404,city county state to suspend use of jampj vaccine,No Match,neutral
4405,how the covid mrna vaccines could change the game for treating cancers and hiv todays  science report,No Match,neutral
4406,as news of the jnj vaccine pause due to clots emerges this article provides helpful context the astrazeneca vaccine caused clots in 1 in 250000 cases while birth control causes them 1 in every 1000 cases,helpful,positive
4407,if someone got the jampj vaccine a month ago they are most likely at low risk the cdc saidif they received this shot in the last month they should look out for symptoms such as severe headache abdominal pain leg pain or shortness of breath,"risk,symptoms,severe,headache,pain,shortness",negative
4408,our survey was approved and made it through production vaccinated menstruators assemblethis is a project to explore whether the covid vaxes affect the periods  if you have menstruated before and got the vax take 15 min to tell us your experiences,No Match,neutral
4409,hlony rsa  there is nothing the govt can do guys they are trying unless we make our own vaccine then we blame them right noway we are depending on other countries hai the world is ending let us repent god save us,"right,blame",neutral
4410,hi i am suman from hyderabad my mother has tested ve for covid19 she is admitted to apollo jubilee hills she is a if you know anyone who has recovered from covid in the last few months 34months and is willing to donate a plasma kindly reach out to me  9848025576,"willing,kindly",positive
4411,every govt is hiding the correct data of covid  like in up if u hv aadhar card of lko then only u will be counted just imagine how many people r working in mumbai amp delhi who r not carrying any proof of that particular state numbers r really scary amp much much more be safe,"correct,like,safe,scary",positive
4412,looking for covid19 testing because you have symptoms or youve been exposed get tested today at our covid19 testing trucktime 1000 am  200 pmlocation 5728 ardleigh st philadelphia pa 19138,symptoms,negative
4413,imagine your loved one that doesnt have covid but a life threatening illness needs a critical or icu bed and its filled with patients with covid dying of complications it only takes one exposure for you to catch it and pass it on to someone who may not recover,"loved,recover,threatening,illness,critical,dying",negative
4414,ron desantis is actively trying to subvert the decision of cruise lines to impose vaccine mandates for travelers his attempt not only impedes corporate governance but also make florida an extension of countries where governments dictate the actions of private companies,"subvert,impose",negative
4415,for a fun experiment1 click on accounts yapping about how daunte wright shouldve followed the law and hed still be alive2 search those accounts for the inevitable ashli babbitt was executed in cold blood for no reason other than patriotic trump support tweets,"fun,patriotic,trump,support,inevitable,cold",positive
4416,i thought you can still catch it and spread it with the vaccine anyway,No Match,neutral
4417,fda recommends pause on johnson and johnson covid19 vaccines after reports of blood clots,No Match,neutral
4418,all this talk of vaccine papers has unearthed a real desire for authoritarianism from many in societybanning a section of society from going on the bus or heading to the pub is utterly abhorrent yet some are cheering for it,utterly,negative
4419,dead 17 days after receiving the vaccine young doctor lima peru,dead,negative
4420,trans black woman who lost my job due to covid so its been really hard to keep up with bills amp groceries so your help right now would mean alot in helping to provide for me amp my little sister as im her sold provider after my mom died  cashapp junelle3,"right,helping,lost,hard,died",negative
4421,you want to know how you live in a broken country when you know that  is hoping the covid crisis lasts longer than his we scandal,"broken,crisis,scandal",negative
4422,the astrazeneca and now jampj vaccines have both faced delays this is inevitably going to cause a strain on our already slow vaccine rollout we need to hear a clear plan of action from the government and solid contingency plans to keep the vaccination programme on track,"clear,solid,delays,inevitably,strain,slow",negative
4423,modi  centre is not extending any support while state is managing the covid situation on its own and brilliantly so at 60k active cases best cm speech summary,"support,brilliantly,best",positive
4424,rain shine or covid,shine,positive
4425,going for my first covid19 shot its moderna,No Match,neutral
4426,the biden admin says the us has enough doses of the pfizer and moderna covid vaccines for 300 million americans so the johnson amp johnson pause will not have a significant effect on vaccine distribution plans,"enough,significant",positive
4427,so dying from the vaxx is classed as a covid death the pure irony of it,"pure,dying,death,irony",negative
4428,imho the proper framing of the jampj vaccine pause story is regulators take vaccine safety so seriously they will pause the use of a vaccine over an incredibly rare issue that may have nothing to do with the vaccine itself,"proper,incredibly,issue",positive
4429,you might be other diseases and than only you can come across this covid,No Match,neutral
4430,dept of state health services wants all providers in texas to stop giving the johnson amp johnson vaccine the agency says more than 500000 doses have been given in texas but none of the 6 cases of blood clots were here,No Match,neutral
4431,indiafightscoronafollow protocol t3 keep yourself covid free       staysafe we4vaccine unite2fightcorona,free,positive
4432,its wild that everyone is freaking out about the az vaccine causing blood clots 1 in 250000 chance and no one bats an eye at birth control having a one in a thousand risk of blood clots,"wild,freaking,risk",negative
4433,this time last year i was a conspiracy theorist for saying the vaccine would be mandated worldwide now im a conspiracy theorist for refusing to get one,"conspiracy,refusing",negative
4434,whipped up a little interactive to show just how rare the clotting incidents have been relative to the total number of jampj vaccines administered,No Match,neutral
4435,if you vaccinate people at slow enough rate eventually vaccine will fail,"enough,slow,fail",negative
4436,after junta named cdm in healthcare as  genocide days ago they now have issued arrest warrants on 20 doctors including many high profile professors of countrys healthcare system who involved tirelessly in fighting covid19 pandemicresponse,genocide,negative
4437,we are so excited to announce vaxlive the concert to reunite the world hosted by  together well call for equitable covid19 vaccine distribution for all and watch performances from the worlds biggest stars tune in saturday may 8,"excited,well,equitable",positive
4438,vaccines alone wont stop covid spreading  heres why,No Match,neutral
4439,hi i am suman from hyderabad my mother has tested ve for covid19 she is admitted to apollo jubilee hills she is a if you know anyone who has recovered from covid in the last few months 34months and is willing to donate a plasma kindly reach out to me  9848025576,"willing,kindly",positive
4440,if you are shocked about 6 women getting blood clots from the 7 million people who took the j amp j vaccine wait till i tell you about how many people died who didnt get a vaccine at all,"shocked,died",negative
4441,i will not get this vaccine or wear this mask i am living my life to the fullest not in fear an yes i am a kentuckian,fear,negative
4442,cancelboardexams2021 pintu14 lakhs of students will have to sit together for giving board examination multiple timesnumber of covid cases are rising rapidly and it is requested by students to consider shifting the board exam till the number of cases decreases,No Match,neutral
4443,bbc news  sputnik v covishield covaxin what we know about indias covid19 vaccines,No Match,neutral
4444,if you dont wanna take the covid vaccine cool im not finna waste time to convince you otherwise randy seamoss but spreading false info is just irresponsible and unproductive,"cool,waste,false,irresponsible,unproductive",negative
4445,see the situation gujrat for ignoring the norms spreading covid  where is  to comment,No Match,neutral
4446,anywayyylike i was saying folks are really gonna regret taking that vaccine come summer,regret,negative
4447,this shit is never gonna end and what is the point in having a vaccine,shit,negative
4448,over40s set for covid vaccines from this week  but many could face longer wait  yahoo news uk  unitedkingdom scotland england,No Match,neutral
4449,the covid vaccine is not the mark of the beast its just a vaccine there i said it,No Match,neutral
4450,vaccine number 2 tomorrow back to wfh thursday santino back to office every week,No Match,neutral
4451,is the vaccine really expired today,expired,negative
4452,the  deliberately pushed bengal towards second wave of covid pandemic by deciding to hold elections in 8 phases and turning a blind eye to the blatant violation of covid protocols by pm hm and other political leaders mostly from ruling party of india,"blind,blatant,violation",negative
4453,hi i am suman from hyderabad my mother has tested ve for covid19 she is admitted to apollo jubilee hills she is a if you know anyone who has recovered from covid in the last few months 34months and is willing to donate a plasma kindly reach out to me  9848025576,"willing,kindly",positive
4454,whats desperately depressing about access to ministers scandal is that covid bereaved families group were turned down 7 times when asking to meet matt hancock amp more times when asking to meet boris johnsonbut if you want public money then theyre available for a chat anytime,"available,desperately,depressing,scandal",negative
4455,hi i am suman from hyderabad my mother has tested ve for covid19 she is admitted to apollo jubilee hills she is a if you know anyone who has recovered from covid in the last few months 34months and is willing to donate a plasma kindly reach out to me  9848025576,"willing,kindly",positive
4456,british variant of covid19 not as severe as feared the lancet,severe,negative
4457,cancelboardexams2021lakhs of students will have to sit together for giving board examination multiple timesnumber of covid cases are rising rapidly and it is requested by students to consider shifting the board exam till the number of cases decreases,No Match,neutral
4458,210413 213637 leeknow bubble whatre you doing did you have a good day  its pretty cold be careful to not catch a cold oh yeah you watched mysterious kitchen right  give me a summary so i can check whether you actually watchedstraykids leeknow,"good,pretty,right,cold,mysterious",neutral
4459,breaking cdc  fda called for a temporary but immediate halt to use of jampjs covid vaccine while they investigate at least 6 cases of potentially dangerous blood clots in people who received the vaccinesubscribe thedefender,"breaking,dangerous",negative
4460,because you know what rankandfile union members like myself know the deal and we acknowledge the reality rather than pretending that unions are immune to the greed and corruption of american society,"like,greed,corruption",negative
4461,i feel like ppl think theyre invincible once they get the vaccineyou can still catch covid yall,"like,invincible",positive
4462,urgently need a plasma donor for a critical covid19 patient in new delhi any leads would be appreciated your help would mean a lot,"patient,leads,appreciated,critical",positive
4463,sir we live in khursheed bagh area near ganeshganj sir many of our colony members may have covid disease but they are not going for medical test even they are not isolated sir recently person died due to diseases but their family member are not doing test pleaese,"isolated,died",negative
4464,transfer ps5 games from the ssd onto the external to free up space you cant run the game while they are in cold storage but you can quickly transfer them back when you need to,"free,cold",neutral
4465,stopasianhate       announce the covid19 hate crimes act,hate,negative
4466,ways in which technology has been helping us navigate the covid19 crisis    the covid19 crisis  has technology helped us navigatethe covid19 crisis hit us at the far end of 2019 and changed everything,"helping,helped,crisis",negative
4467,000008823529 have suffered rare blood clots from the johnson amp johnson vaccineso the fda and cdc are urgently putting a pause on itthe chances of your kid being shot at school today are about 10000 times higherthere will be no such urgency addressing that,suffered,negative
4468,johnson amp johnson we have made the decision to proactively delay the rollout of our vaccine in europe covid19 us agencies call for pause in johnson amp johnson vaccine  bbc news,delay,negative
4469,the latest covid surge collapse of medical services modi hai to mumkin hai,collapse,negative
4470,govt should be held responsible why the govt are forcing our future stars to sit for the exams during this fastspreading covid19 pandemic cbse should take a stand cant work this way modi govt and cbse are putting several lives at stakecancelboardexams2021 cbse,work,positive
4471,why cant you lick your fingers covid doesnt live on surfaces,No Match,neutral
4472,i honestly dont know if pause of jampj will have big effects on vaccine uptakehere are uptakes in uk of az vaccine which has gotten a lot of attention for its pausesht  80 9527579 1007074 9696569 9386064 9695559 9365054 870,No Match,neutral
4473,artman its okay first day of school i skipped on like half of my classes bc of a family emergency just do the work and if youre like me the teacher wont even notice you were gone,"like,work,emergency",positive
4474,the same folks who were arguing that the mere 1 chance of dying from covid19 untrue btw meant it was not a big dealwill now argue that the 000008824 chance of getting a blood clot from the vaccine  not worth the riskand that is depressing,"worth,dying,untrue,depressing",negative
4475,if you are privileged to stay home do a self imposed lockdown and stay homelet us not add to the burden on healthcare resourcesget back to all the safety practices from march 2020 we are facing the worst time since the start of covidit is a matter of life and death,"privileged,burden,worst,death",negative
4476,important information from the ftc on scammers targeting loved ones of covid19 victims,"important,loved",positive
4477,hindu sentiments cannot be hurt hence kumbhmela will not be stopped do you think hindus are immune to covid 19 do you think all those at the kumbh have received the vaccine or will have access to hospital beds if infected  it is as much about your health as it is about others,"hurt,infected",negative
4478,if you are shocked about 6 women getting blood clots from the 7 million people who took the j amp j vaccine wait till i tell you about how many people died who didnt get a vaccine at all,"shocked,died",negative
4479,but anyway hi its ridiculous that theyre halting use of a lifesaving vaccine for a less than a one in a million chance of blood clotting what the fuck,"ridiculous,fuck",negative
4480,love that the most common response to birth control carries a much higher risk of blood clots than the jampj vaccine is well but those are the good kind of blood clots,"love,well,good,risk",positive
4481,happening right now 108 ambulances with covid patients waiting for 46 hours outside ahmedabad civil hospital,right,positive
4482,with the increase in covid infections if you have any family that requires food on a daily basis please ask them to reach out at 91 8384030811  for covidmealsmy roots has signed up with with few kitchens in delhincr to organise breakfast  lunchdinner for people pls rt,infections,negative
4483,i dont feel well today perhaps im coming up with a cold,"well,cold",neutral
4484,the university of michigan will switch this weeks jampj clinics at michigan athletics indoor training center amp meijer to the pfizer vaccine michigan medicine jampj clinics in ann arbor april 19 amp 20 dearborn this friday amp flint this wednesday amp thursday have been canceled,No Match,neutral
4485,the us looking to pause the johnsonandjohnson  vaccine one of the concerns is blood clots here is a fitting example i left the military in 2010 and stopped vaccinating after a stroke on active duty jandj,concerns,negative
4486,widespread shortcomings in mgmt of covid reported by central team that visited the most affected punjab districts is a clear indictment of amarinder who banned political activities of opposition instead of trying to improve states healthcare system mrs,"clear,improve,shortcomings,opposition",neutral
4487,and what exactly have state governments and the centre done in the last one year to improve health infrastructure another covid wave was never ruled out why arent we more angry about this,"improve,angry",neutral
4488,if were going to pause the johnson amp johnson vaccine for 6 blood clots cases out of 68 million doses how about guns too29 people died from guns yesterday in america,died,negative
4489,north wales covid latest as no new deaths recorded across the country  north wales live infection rates have also decreased in four out of six north wales areas  unitedkingdom scotland england,infection,negative
4490,micro wedding coverage bride and groom leaving church path after their covid safe ceremonymicrowedding wedding weddingphotographer cardiffweddingphotographer cardiffweddingphotography southwalesweddingphotographer southwalesweddingphotography welshwedding,safe,positive
4491,urgent required o positive  covid recoveredplasmapatient name  mahavirnew civil hospital suratcontact 9377321863               9376429892cc,"positive,urgent",neutral
4492,lakhs of students will have to sit together for giving board examination multiple timesnumber of covid cases are rising rapidly and it is requested by students to consider shifting the board exam till the number of cases decreasescancelboardexams2021 studentswantsjustice,No Match,neutral
4493,urgent required o positive  covid recoveredplasmapatient name  mahavirnew civil hospital suratcontact 9377321863               9376429892cc,"positive,urgent",neutral
4494,i got the jj shot and im feeling perfectly fine so the anti vaxx ones can take a hike every medicinevaccine has a small percentage of people who have a bad reaction to it doesnt change my stance with the meds i take or stop me supporting the vaccine,"perfectly,fine,supporting,bad",positive
4495,this is a recommendation and not a mandate out of an abundance of cautionon individual basis provider and patient can make decision whether or not to take vaccine  johnsonandjohnson,"recommendation,abundance,patient",positive
4496,im so excited to announce that im hosting vaxlive the concert to reunite the world ill be joining  in calling for equitable covid19 vaccine distribution for all tune in saturday may 8,"excited,equitable",positive
4497,in chhattisgarhelection rallies nokumbh gathering novaccine shortage noabsentee cm yes,shortage,negative
4498,what should you say about covid to your groups,No Match,neutral
4499,my opinion on the covid19 vaccination approval and safety oversight processes is thisthe system is working,"approval,oversight",neutral
4500,youre lucky then i got the vaccine a couple days ago and slept for 40 hours,lucky,positive
4501,after junta named cdm in healthcare as  genocide days ago they now have issued arrest warrants on 20 doctors including many high profile professors of countrys healthcare system who involved tirelessly in fighting covid19 pandemicresponse,genocide,negative
4502,us stocks trade mixed as investors digest march inflation surge and jampj vaccine pause,No Match,neutral
4503,have you been living under a rockyounger people are more susceptible to the new variants also one be a covid carrier without being symptomatic so the peeps in the photo unknowingly get covid then go home a spread it just look at the stats,susceptible,negative
4504,opm the administration of the covid19 vaccine on abaco and the abaco cays will take place from april 15 to april 19,No Match,neutral
4505,mla well done such steps can be taken by others who have similar facilities meanwhile distt admn may also enforce medical practitioners to attend to such centres and also arrange for medicines remdisiver and incidental items portss kandla hospital is also an option for covid,well,positive
4506,remainers are bright enough to believe 2 things concurrently the eu has made mistakes over its vaccine roll out and brexit was a terrible idea they arent linked we could have had precisely the same vaccine program from within the eu,"bright,enough,precisely,mistakes,terrible",positive
4507,adding morekeep an eye out for disabled ppl who may need help with mobility in an emergency situationdo not wear clothing with logos especially small businesses have ur clothing form covering but not too baggy to run inbring first aid kits and foodwater,"disabled,emergency",negative
4508,fda  uhhhh 165 of covid cases do not have blood clots more bullshit statistics,bullshit,negative
4509,if youre a vaccine person youre gonna dismiss the blood clots and if youre an antivaccine person youre gonna use them as an examplei remain a you do you and ill do me person make your own choices,No Match,neutral
4510,rather than teaching everyone about how to control covid can you pick up phone and speak to mva government if you can solve this without making it difficult for people then we will understand your capability,"capability,difficult",neutral
4511,worked for free in the hospital for 1 whole year not even getting a single rupee as stipend did all covid duties diligently  finished the course  still havent got the basic minimum of registration what was all the efforts of 55 years for,"worked,free,diligently",positive
4512,for more context on the jampj vaccine and a possibly related blood clotting issue that showed up in six patients idahocovid19,issue,negative
4513,so who will that be instead of starmer jc in the era of covid any opposition is pointless bcse no one is listening you do much agree that with regard to corruption in the tory govt until we can live near normal nothing much will change,"regard,opposition,pointless,corruption",negative
4514,rain shine or covid,shine,positive
4515,jampj says the 68 million who have already received the recalled covid vaccine will receive a free bottle of their popular asbestos baby powder,"free,popular",positive
4516,if you are shocked about 6 women getting blood clots from the 7 million people who took the j amp j vaccine wait till i tell you about how many people died who didnt get a vaccine at all,"shocked,died",negative
4517,im sorry you had covid i hope youve recovered and are doing well now,"well,sorry",neutral
4518,i have a jampj appointment in an hour and if i dont get a vaccine because 6 people out of 6 million got blood clots after i was allowed  nay encouraged  to take hormonal birth control for decades you will be hearing about a tiny little one woman riot,No Match,neutral
4519,everyone can now get a free rapid covid19 testthey show results in 30 minutes they also show youre doing all you can to protect those around you,"free,rapid,protect",positive
4520,hubby well made instrument my fusion feels good to play perfect for covid wfo situation no need to plug in an amp and get all geared up also inserting my iphone  i use apps if inspired i can record in cubasisalso at nigh plug my headphones and noone is bothered,"well,good,perfect,bothered",positive
4521,fun fact this is the biggest snowfall in winnipeg for the entire 202021 snow season 17 cm so far since yesterday with more on the way today our previous biggest snowfall this winter was 14 cm dec 2021 2020  that was our only snowstorm all winter gt 10 cm mbstorm,fun,positive
4522,ramadan mubarak to all our muslim followers we hope you had an enjoyable first iftar of the month despite covid restrictions ramadanmubarak,enjoyable,positive
4523,please sign this petition for the riotshield being a primary weapon in black ops cold war,cold,negative
4524,great graphic putting risks of blood clots from az covid19 vaccine into proportion,"great,risks",neutral
4525,ive always known she was cold oda fina show yall shit aint a game,"cold,shit",negative
4526,watch live fbi holds yankton press conference to discuss tammy haas cold case,cold,negative
4527,the whole point of the vaccine is to provide antibodies,No Match,neutral
4528,c   cancel b   boards s   sabhi e   examsdont let the exam centres become covid hotspotsstudents are precious cancelboardexams2021,precious,positive
4529,cancelboardexams2021 pintu14 lakhs of students will have to sit together for giving board examination multiple timesnumber of covid cases are rising rapidly and it is requested by students to consider shifting the board exam till the number of cases decreases,No Match,neutral
4530,i also reached out to my therapist and scheduled an emergency session i only felt comfortable doing that because she is paid for that labor,"comfortable,emergency",neutral
4531,ron desantis is actively trying to subvert the decision of cruise lines to impose vaccine mandates for travelers his attempt not only impedes corporate governance but also make florida an extension of countries where governments dictate the actions of private companies,"subvert,impose",negative
4532,asthma drug budesonide speeds up covid recovery times  the times a widelyused asthma drug is the first treatment to be proven to speed up the recovery of covid patients who stay at homebudesonide which is taken  unitedkingdom scotland england,"recovery,proven",positive
4533,jg no trails of cold steel iv para ps4,cold,negative
4534,this thread discusses vaccine shortage data from news reports over last 6 months tldr situation is not shortage as such india has stockpile of 140m doses end march however theres a tricky situation with supply vs consumption over short term 1,"shortage,tricky",negative
4535,fun fact birth control is more likely to give u a blood clot than the j and j vaccine but you dont see the fda halting that,fun,positive
4536,why dont they just make the entire plane out of the mrna vaccine,No Match,neutral
4537,really positive news on the use of budesonide for managing covid at home were offering this plus a pulseoximeter as part of our co homeoximetry service barbara   ics,positive,positive
4538,say what you want about lozza fox but he drank a pint outside when it was cold and just as soon as the government said it was legal to do so thats some bravery,"bravery,cold",neutral
4539,dont forget this pause is about blood clots in some individuals and not about widespread failure of this vaccine to protect people from infection,"protect,failure,infection",negative
4540,admins father got exposed to someone who tested positive for covid,positive,positive
4541,ohio  no getting vaccinated already had covid,No Match,neutral
4542,between yesterdays state sanctioned murder and todays vaccine blood clot discussions i am filled with an absurd amount of rage yall dont care about black people yall dont care about women yall really dont give a damn about black women sometimes it is way too much,"murder,absurd,rage,damn",negative
4543,urgent need20 units of b ve plasma of covid recovered patientpatients name m rajasekharage 32 condition severe covid pneumoniacontact 9121604135address remedy hospital kphb,"remedy,urgent,severe",negative
4544,hi i am suman from hyderabad my mother has tested ve for covid19 she is admitted to apollo jubilee hills she is a if you know anyone who has recovered from covid in the last few months 34months and is willing to donate a plasma kindly reach out to me  9848025576,"willing,kindly",positive
4545,people can get mrna vaccine thats what i got u dont put jnj on hold bc 1 in 1 million risk put out advisory on the risk put in bold at top of vaccine consent form i dont care fda puts on hold 40 of us already doesnt want covid vaccine this wont help,"top,risk",negative
4546,look at all of this vaccine skepticism in my replies from people who only consume rw media why is the biden administration so bad at this,"skepticism,bad",negative
4547,haha they took credit for trump s vaccine too quickly when more side effects start getting reported its going to look awfully strange suddenly blaming trump,"trump,awfully,strange",neutral
4548,i was just eating a cold grilled hot dog wiener in front of my refrigerator and thought to myself bella swan really went through all of that for this experience,"hot,cold",neutral
4549,as someone that works in healthcare i have chosen to not get the vaccine right now so many mishaps are happening because it was formulated way too fast in my opinion,"works,right,fast",positive
4550,if were going to pause the johnson amp johnson vaccine for 6 blood clots cases out of 68 million doses how about guns too29 people died from guns yesterday in america,died,negative
4551,this is bhopals bhadbhada ghat crematorium on apr 11thmany bodies were cremated here with with covid protocolbut shavrajs mp govt data says only 1 death on apr 10th in bhopal due to covidstop fudging data tell people the truth vaccinate everyone,death,negative
4552,ook cnn heeft het door nu nos nog einde lockdown betekent minder dodenthose lockdowns have not worked theyve done great damage we can never let something like this happen again florida took a different path weve had more success as a result,"worked,great,like,success,damage",positive
4553,seeing you dont stop a vaccine over a few blood clots takes first of all the vaers site has more than blood clots there second were now vaccinating those excluded from trials like pregnant women third these are not fdaapproved vaccines so damned skippy be cautious,"like,damned",neutral
4554,action no masks neededthere is no covid in assam as per state health minreaction assam records a 4 fold increase in weekly covid cases as per datahence please do not spread misinformation but rather encourage covid appropriate behaviourplease be safe mask up,"encourage,appropriate,safe",positive
4555,update the nc department of health and human services will temporarily halt use of the johnson amp johnson covid19 vaccine at the urging of the federal government,No Match,neutral
4556,cancelboardexams2021lakhs of students will have to sit together for giving board examination multiple timesnumber of covid cases are rising rapidly and it is requested by students to consider shifting the board exam till the number of cases decreases,No Match,neutral
4557,the news thats getting buried as mainstream media obsesses over prince philips death   analysis uk blacklisting coronavirus covid19 edwardheath herdimmunity lockdown media mi5 princephilip shrewsburypickets,death,negative
4558,hi i am suman from hyderabad my mother has tested ve for covid19 she is admitted to apollo jubilee hills she is a if you know anyone who has recovered from covid in the last few months 34months and is willing to donate a plasma kindly reach out to me  9848025576,"willing,kindly",positive
4559,c   cancel b   boards s   sabhi e   examsdont let the exam centres become covid hotspotsstudents are precious cancelboardexams2021,precious,positive
4560,vaccine passports microchips and lockdowns have nothing to do with fighting covid and everything to do with the government trying to control you,No Match,neutral
4561,experimenting with drugs when did taking a vaccine become political if you dont want to take it for whatever reason fine but this encouraging others not to take it is crazy,"fine,encouraging,crazy",positive
4562,its wild that everyone is freaking out about the az vaccine causing blood clots 1 in 250000 chance and no one bats an eye at birth control having a one in a thousand risk of blood clots,"wild,freaking,risk",negative
4563,simply getting covid19 vaccines is like to train dogs your immune response to defense thieves virus in the yarddue to lack of knowledge of laboriginal sarscov2 amp short of experimental data the dogs are not welltrained but messed up sometimes,"like,virus,lack,messed",negative
4564,datta well i think its covid which should worry mumbai these ipl matches will keep happening be safe,"well,safe,worry",positive
4565,in this view covid seems so distant,No Match,neutral
4566,haveyoursay trekagainstpancreaticcancer  we all must fight cancer and covid together d,cancer,negative
4567,last night i ran into man who lives in israel where theyve vaccinated almost whole eligible population i asked if they have vaccine passports and he pulled his up on his smartphone then he said i dont understand why americans politicize everything me neither eli,No Match,neutral
4568,atp 2 daniil medvedev tests positive for covid knocking him out of the monte carlo masters this is the highestprofile player tennis has had test positive midevent and will hurt his efforts to close the gap on the 1 ranking,"positive,masters,hurt",positive
4569,having done two stories last week on vaccine hesitancy among white evangelicals and service members and their families i can only imagine how jampj news this morning will harm vaccination efforts reiterating cdc amp fda saying these reactions are extremely rare one in a million,harm,negative
4570,ice cold fact,cold,negative
4571,we are so excited to announce vaxlive the concert to reunite the world hosted by  together well call for equitable covid19 vaccine distribution for all and watch performances from the worlds biggest stars tune in saturday may 8,"excited,well,equitable",positive
4572,yall want this frantic about 3k ppl dying a day enough to stay in the house but 6 cases of blood clouts out of 7 million got yall saying see this is why i didnt get the vaccine alrighty,"enough,frantic,dying",negative
4573,yall weird as hell being elitist about what vaccine you got its literally free shut yall asses up please,"free,weird,hell",negative
4574,my studio today ontheroad is outside a small covid hospital in mumbai against a backdrop of oxygen cylinders among the most scarce commodities in tertiary hospitals at this one officials tell me there is a fifty percent shortage ground reports on,"scarce,shortage",negative
4575,perhaps folks are deeply suspicious of the vaccine push because when else are people pressed to save the lives of black folks,suspicious,negative
4576,the fda amp  have called for a pause in administering johnson amp johnsons singledose covid19 vaccine at federal sites after six us recipients developed a rare blood clot disorder within two weeks of vaccination out of the 7 mil shots given,disorder,negative
4577,unbelievably irresponsible doing down of the uks sensational vaccine rollout by the uks own prime minister who is now an out and out lockdown zealot truly depressing stuff,"sensational,unbelievably,irresponsible,zealot,depressing",negative
4578,i factchecked press secretary jen psaki who lied about fda approval the new vaccines arent fda approved fact they are emergency use authorized its on the fda fact sheet site facebook is flagging me for that video amp removing it can i sue the shit out of these frauds,"approval,lied,emergency,flagging,sue,shit",negative
4579,urgent required o positive  covid recoveredplasmapatient name  mahavirnew civil hospital suratcontact 9377321863               9376429892cc,"positive,urgent",neutral
